ageSmoke,age,smokingUse,expenditure
40,50,0.300104592,6601.35
12,57,3.828641396,1379.99
12,39,3.33220451,1335.49
25,33,1.504077397,380.65
38,40,0.693147181,708.13
30,63,3.912023005,945.27
16,59,3.496507561,594.82
16,28,1.178654996,21.32
18,57,3.19047635,4621
42,54,1.098612289,314.64
10,55,3.663561646,2419.98
20,51,3.871201011,373.22
20,78,2.564949357,797.66
20,40,2.772588722,70
18,80,4.337290741,683
20,80,3.198673118,718.61
39,56,2.197224577,2556.23
17,24,-0.916290732,440.46
14,30,1.916922612,385.79
17,35,3.860729711,246
15,34,1.791759469,8
18,28,2.1102132,146
19,42,2.656756907,1058.18
16,56,4.382026635,1188
18,51,3.303216973,10015.46
24,25,0,1322
13,30,2.32238772,47.5
23,30,1.386294361,1302.68
21,31,2.803360381,1215.54
22,37,1.791759469,495
16,49,1.981001469,322
18,76,1.386294361,2916.01
32,40,1.504077397,1707.81
23,66,4.189654742,52.44
18,23,1.791759469,2819.83
21,55,2.1690537,20
18,22,0.336472237,20
18,31,1.945910149,49.75
16,60,3.80666249,1900.2
21,45,2.079441542,74
16,69,3.226843995,1825
25,63,3.375879574,218
19,53,2.862200881,546.6
19,42,2.890371758,192
25,77,2.803360381,973.03
15,27,0.182321557,116.25
15,24,1.386294361,2586.86
18,23,1.098612289,30
19,20,0,312.78
16,33,1.098612289,62
54,59,1.32175584,1180.99
19,72,3.988984047,235.81
29,72,2.014903021,3205.65
24,66,1.098612289,17249.96
21,74,3.988984047,856.82
22,70,4.584967479,479.32
16,59,5.170483995,2595.17
16,53,4.248495242,3580.42
16,46,3.433987204,529.13
16,45,3.401197382,502.46
16,67,3.951243719,2297.2
10,64,4.65396035,1127.85
18,57,3.912023005,2800.05
18,33,2.420368129,60
13,33,2.351375257,33.54
17,43,3.295836866,377
19,43,1.609437912,361.98
17,34,-0.916290732,1215.3
20,38,1.335001067,2469.11
19,29,2.621038824,529
15,48,2.890371758,10
19,85,4.356708827,1185.58
25,63,4.069026754,35
20,55,2.379546134,178
13,40,3.33220451,13
16,67,4.543294782,3801.04
15,28,2.351375257,593.59
17,27,1.348073148,349.93
19,30,1.791759469,207
17,33,2.833213344,9846.46
15,69,1.098612289,746.38
16,25,1.504077397,234
17,59,3.068052935,2017.74
19,42,2.545531272,250.65
16,40,2.302585093,282.8
14,34,1.840549633,132
17,34,1.280933845,326.5
22,41,0.693147181,1737
19,24,0.693147181,232.56
16,55,3.701301974,902.29
25,63,3.663561646,154.05
10,68,4.993828176,3410.63
20,48,1.757857918,1214.84
20,73,3.19047635,874.32
30,75,4.189654742,2116.3
15,47,3.90197267,716.75
17,56,3.663561646,889.81
18,56,3.663561646,37
17,39,2.442347035,807
10,74,2.923161581,238.05
15,36,1.704748092,187.44
18,36,1.609437912,205.46
20,57,3.17805383,37.5
18,62,4.49980967,512.5
17,68,3.951243719,8279.15
17,33,3.056356895,660.43
16,49,3.526360525,184.02
18,27,2.302585093,2285.15
15,34,1.791759469,35
18,61,4.700480366,1747.25
20,66,2.646174797,30
16,25,2.525728644,236.84
19,27,0.300104592,1538.14
16,53,3.63758616,361.25
20,28,1.909542505,236
21,41,2.302585093,35
19,39,3.044522438,395
20,45,1.791759469,271.32
18,22,1.609437912,2344.28
21,66,4.212127598,17200.29
24,67,2.867898902,339
28,74,2.463853241,7123.54
13,46,1.16315081,459.01
16,31,2.772588722,1538
17,34,2.890371758,10625.5
21,31,2.397895273,1208.6
21,23,-0.287682072,40.9
18,34,2.079441542,1547.6
16,59,3.784189634,458
18,30,-0.798507696,800
20,83,5.257495372,206.5
22,50,3.218875825,512.4
18,47,3.80666249,3145.79
17,61,3.80666249,454
18,34,3.238678452,101
16,54,3.663561646,32.5
19,54,3.765840495,146.66
17,20,0.262364264,542
14,23,2.302585093,110
14,25,2.197224577,220.85
23,47,3.218875825,68
16,34,2.833213344,62
15,24,2.302585093,631.5
16,49,-0.693147181,849.97
20,25,1.098612289,1797.87
23,30,1.791759469,176.74
21,66,3.828641396,19341.15
16,71,3.713572067,364.45
16,52,4.304065093,54
16,51,3.218875825,180
18,48,3.433987204,1900
17,21,2.014903021,1150
19,57,1.722766598,446
19,53,2.1690537,1317.86
14,43,3.401197382,6172.45
20,40,2.533696814,5.69
20,39,3.17805383,54
14,30,3.056356895,20
16,33,3.295836866,244
16,28,1.871802177,5453.7
18,34,2.833213344,2375
18,73,3.33220451,1742.82
30,75,3.496507561,273
15,26,1.791759469,194.38
19,37,2.944438979,199.05
17,46,3.218875825,352.41
17,39,3.540959324,348.46
15,39,3.449987546,479.2
15,33,3.504054767,752.66
14,86,4.454347296,12136.95
20,38,-0.510825624,91.07
19,26,-0.287682072,162
20,33,2.351375257,729.5
18,60,2.079441542,210.12
18,37,2.708050201,374.93
16,41,2.545531272,21.5
38,40,-0.287682072,329
17,71,1.589235205,28
25,63,3.657130756,6283.24
18,39,2.803360381,923.09
22,37,2.079441542,358.6
20,85,4.59511985,14224.49
25,46,-0.693147181,808.47
20,22,0.405465108,172.4
18,51,3.218875825,114
18,22,0.916290732,495
10,52,4.812184355,1521.31
15,29,1.871802177,106.62
19,29,1.011600912,255.36
15,26,2.197224577,2497.83
14,23,1.609437912,78.83
12,27,2.261763098,1144.79
18,70,2.302585093,71.2
20,70,3.850147602,1552.63
20,48,0.371563556,363.74
18,20,1.098612289,1993.82
15,23,1.686398954,13281.35
21,33,3.258096538,1819.95
19,42,1.386294361,100
22,46,3.218875825,1795.21
17,79,4.143134726,741.36
15,27,1.360976553,3183.22
15,27,2.564949357,194
21,64,4.189654742,1096.98
16,29,2.63905733,536
18,50,1.722766598,161.3
25,74,2.970414466,949.96
15,49,3.871201011,4402.71
12,26,3.401197382,178.5
15,42,3.624340933,1346.75
13,46,2.48490665,3764.11
21,78,4.094344562,413.79
18,37,-2.995732274,123.47
19,77,3.384390263,727.7
16,38,3.828641396,20
19,20,-2.302585093,259.3
18,74,4.043051268,59355.63
15,50,3.988984047,2572.25
19,35,3.056356895,788.64
18,74,1.360976553,568.43
17,36,0,444.5
18,36,2.397895273,5186.94
13,22,2.014903021,32
16,22,1.147402453,36.1
16,31,1.098612289,35
18,37,2.302585093,1202.21
25,38,2.197224577,865.41
18,58,2.545531272,1282
16,35,2.351375257,1005.29
28,36,1.909542505,1527.43
18,60,3.761200116,305
20,53,3.526360525,209
11,37,1.909542505,351
18,74,0.470003629,6969.22
14,33,2.995732274,124.98
18,67,4.605170186,2825.22
14,66,3.465735903,4921.68
14,62,3.891820298,1671.75
16,60,2.890371758,6677.34
22,78,4.166665224,301.8
13,50,3.860729711,687.38
20,47,3.044522438,254.28
18,68,4.029806041,186.5
21,41,3.632309103,73
10,51,3.737669618,368.74
19,37,3.63758616,116
16,80,4.17438727,24190.36
14,58,3.113515309,80.59
18,68,3.688879454,2457.7
25,66,3.737669618,37.1
13,49,3.610917913,1207.92
18,48,1.974081026,488.83
55,66,0.587786665,1143.75
14,43,3.044522438,954.3
12,20,1.766441661,66.25
34,60,3.295836866,4793.39
15,21,1.252762968,304
15,65,2.697999865,407.2
26,56,4.212127598,488.5
17,38,3.784189634,93.64
18,39,-0.693147181,124.5
32,37,0.405465108,290
16,30,2.402430428,82
26,79,3.988984047,969.61
11,42,4.158883083,286.67
21,43,3.135494216,562.74
15,72,4.060443011,457.2
20,80,3.719651113,440.18
16,28,1.704748092,111.4
16,22,1.945910149,1386.63
16,38,3.135494216,8144.45
16,34,2.251291799,444
30,54,3.218875825,2012.18
16,44,2.48490665,637.59
18,33,-0.223143551,6230.03
20,61,4.248495242,3917.01
19,47,3.36729583,384.49
20,51,2.772588722,16272.96
18,38,3.449987546,914.27
19,29,2.621038824,816
20,26,1.252762968,200
20,74,3.719651113,37.5
40,77,2.803360381,208.46
15,35,3.737669618,46
16,36,3.044522438,534.4
24,35,2.197224577,92.59
30,47,2.014903021,258.31
25,52,2.014903021,370.18
19,65,2.014903021,337.22
20,34,2.302585093,257
18,66,4.584967479,928.27
30,39,1.098612289,1030
13,45,3.583518938,142.15
18,61,2.48490665,470.03
13,59,2.821378886,16.4
12,28,0.936093359,449.01
16,31,2.995732274,251.01
12,35,3.17805383,11
16,29,1.945910149,128
17,39,2.302585093,15
24,47,2.128231706,203
19,49,3.433987204,2167.89
18,71,1.252762968,908.36
16,68,4.119037175,340
17,35,0.810930216,277
16,28,0.693147181,224
22,65,3.32323584,9575.15
15,26,2.48490665,4151.13
13,66,2.772588722,1584.71
18,68,3.931825633,1355.27
16,27,2.708050201,1323.5
45,82,-1.203972804,579
16,26,2.803360381,86.4
17,69,3.970291914,3295.78
18,71,3.044522438,50
18,51,3.526360525,894.44
16,42,3.008154794,299.71
16,79,2.785011242,1068.58
19,40,3.314186005,600
17,46,3.401197382,616
16,75,3.401197382,822.46
16,60,4.366278278,1277.01
19,28,0,345.46
31,71,4.069026754,5510.55
16,56,3.713572067,8497.16
16,38,1.749199855,54.54
16,70,3.871201011,605
18,69,3.951243719,987.44
17,76,4.787491743,42.6
20,33,1.945910149,23
14,56,4.787491743,391.44
13,46,4.158883083,5133.52
13,65,3.33220451,805
16,56,2.797281335,790.58
15,38,2.48490665,478.15
20,47,1.098612289,1716.89
60,81,3.091042453,86982.27
18,75,4.060443011,1947.67
14,60,3.761200116,702.81
18,39,3.091042453,120
20,33,2.63905733,13.25
17,32,2.772588722,143
13,20,2.48490665,6278.04
18,36,3.349904087,246.68
17,34,3.583518938,194.68
17,33,2.833213344,256.75
10,34,3.63758616,128.74
22,69,3.17805383,56
20,45,3.663561646,1496
15,25,1.386294361,2580.24
18,66,4.025351691,138380.79
15,40,3.481240089,835.85
16,48,3.17805383,139.8
14,73,3.33220451,8341.78
17,79,3.970291914,543.91
15,23,0,2169.29
21,30,2.525728644,484.55
13,33,3.044522438,28
16,30,1.098612289,121.01
35,70,0.587786665,2190.4
21,73,2.251291799,627.06
16,30,2.708050201,59.5
18,49,3.135494216,167
45,75,3.433987204,22095.28
16,63,4.094344562,524.19
22,51,3.401197382,25
16,29,2.351375257,34.25
13,21,2.197224577,709.5
12,30,2.197224577,507
14,26,0.667829373,350.55
16,25,1.609437912,1227
17,65,3.891820298,408.71
15,20,1.098612289,43
14,48,2.302585093,275.36
18,68,2.545531272,3109.92
20,37,3.583518938,67.43
14,48,3.449987546,60
21,45,3.091042453,547
25,63,2.091864062,677.57
22,55,3.526360525,318.25
22,63,1.386294361,3858.55
15,30,1.568615918,9.9
16,57,4.406719247,216
13,52,3.33220451,137.04
19,46,3.465735903,622.18
17,71,4.019082078,84334.94
20,77,4.060443011,981.8
18,44,-0.916290732,234
15,42,3.258096538,867.4
18,27,2.302585093,1151.64
16,55,4.356708827,17608.53
25,52,1.435084525,13211.08
20,66,2.533696814,4236.04
17,52,3.583518938,12.04
23,64,0.336472237,397.25
25,71,-0.287682072,535.4
18,87,4.204692619,4686.13
30,75,3.828641396,4374.61
18,41,3.17805383,853.49
35,75,3.020424886,652
20,33,1.435084525,2720.5
30,53,0.78845736,3499.29
16,66,4.154969184,485.55
15,23,2.197224577,765.26
18,77,4.094344562,1184.32
21,47,3.701301974,1353.18
16,44,3.36729583,71.38
18,38,3.044522438,6057.67
20,35,3.17805383,353.4
17,20,1.16315081,3639.03
18,22,1.386294361,55
26,42,3.526360525,85.14
30,77,3.433987204,102.22
14,71,4.753590191,162
17,73,0.693147181,8097.82
40,69,3.401197382,32765.21
18,66,3.526360525,244.45
40,74,2.862200881,690.64
15,57,3.891820298,740.92
18,76,2.277267285,1381.2
16,66,0.693147181,3254.22
15,48,3.931825633,116.95
13,52,4.094344562,75.37
18,52,3.555348061,1318.4
16,54,1.609437912,1647
24,40,3.044522438,948.04
21,68,3.871201011,1105.96
21,69,3.891820298,338.36
16,51,3.17805383,443.22
20,72,3.682609841,66
18,45,3.33220451,399
21,39,2.993229143,30
18,79,2.58021683,2414.8
16,83,4.016383021,4433.28
25,85,2.724579503,538.29
15,85,3.970291914,5455.24
20,45,3.258096538,2106.23
17,36,2.772588722,1568.33
21,65,3.526360525,403.81
18,57,3.526360525,742.01
10,51,4.430816799,1071.6
21,50,3.113515309,506.4
18,33,2.772588722,95.4
16,23,2.079441542,5
18,43,3.663561646,4354.26
22,27,0.405465108,282.5
21,53,2.302585093,73
17,72,4.025351691,1943.44
21,72,3.258096538,322
35,57,0.832909123,252
10,22,2.564949357,122.79
19,25,2.351375257,428.57
19,27,0.916290732,2216.79
24,33,2.708050201,9.85
16,37,3.091042453,60.24
25,81,3.63758616,6321.86
26,74,3.157000421,476.75
18,72,4.700480366,440
19,68,-0.223143551,3635.55
17,79,4.836281907,29067.66
15,78,3.044522438,56.12
25,80,3.33220451,335
20,57,3.63758616,38
23,68,0.405465108,967.3
18,62,3.80666249,212
15,35,3.391147046,38.75
22,46,3.218875825,343.74
20,42,3.358637767,5
15,23,1.686398954,39.79
17,48,3.17805383,749.28
17,37,2.351375257,345.87
18,50,1.193922468,1435.9
12,28,1.386294361,2633.66
21,27,1.515127233,193.64
18,41,3.583518938,4980.78
15,39,3.912023005,2658.49
17,36,2.995732274,4443.2
23,37,2.420368129,35
15,29,2.708050201,1241.95
18,27,2.014903021,269
13,23,2.1102132,397
16,54,2.970414466,5720.84
20,46,3.091042453,40
14,24,1.704748092,877.08
15,22,2.079441542,472.82
17,35,3.349904087,172.3
13,31,1.609437912,766.35
14,31,2.302585093,1868.34
16,36,3.044522438,961.37
14,30,1.446918983,349.15
17,33,2.833213344,116.64
23,66,2.277267285,141
42,61,2.995732274,33
12,71,2.054123734,7499.53
19,66,3.135494216,208
17,30,2.292534757,2339.61
18,45,2.564949357,700.48
20,49,3.96081317,4785.6
15,59,3.33220451,313.95
18,44,1.658228077,2400
20,79,2.564949357,141
17,62,3.068052935,1494.28
18,72,3.598681186,170.25
15,43,3.36729583,233.62
16,48,2.564949357,3535.22
20,31,0,102
19,64,3.295836866,440.61
19,62,4.477336814,6684.97
14,33,2.995732274,124
16,53,1.609437912,185.38
19,50,1.16315081,286
14,22,0.693147181,186
21,61,3.555348061,1330.76
35,82,2.197224577,9657.55
16,57,3.020424886,161
19,25,-1.049822124,468.54
19,24,1.098612289,262
17,73,3.473518043,38
17,55,3.663561646,1606.93
18,47,3.079613758,1039.8
15,25,0.559615788,513.5
15,30,0.875468737,362
18,39,3.314186005,200
22,60,2.970414466,623.2
12,59,4.787491743,2828
18,42,0.916290732,483.74
15,66,3.845883203,1022.01
17,30,1.945910149,107.58
18,24,1.252762968,629.13
19,52,2.549445171,950.22
20,23,0.182321557,177.99
15,31,3.238678452,3115.22
17,51,3.079613758,258.44
35,74,2.995732274,1392.24
14,26,2.564949357,3621.59
18,63,2.890371758,8938.67
20,65,2.803360381,587.52
21,66,3.828641396,1089.5
20,64,2.442347035,1540.37
14,57,3.496507561,1330.37
18,74,2.839078464,3334.56
17,41,3.218875825,804.4
23,70,1.16315081,1801.36
25,52,3.33220451,22474.84
16,35,2.995732274,3235.5
16,37,2.803360381,78
19,41,0.693147181,204
21,43,3.540959324,205.6
15,24,2.302585093,531.77
18,33,2.772588722,66
16,50,2.862200881,99.02
21,36,2.772588722,620.96
17,24,1.974081026,120
13,34,2.772588722,128.65
60,81,3.496507561,2721.13
16,29,2.4765384,36
18,66,3.891820298,42.3
23,43,3.267665989,26246.4
18,34,2.833213344,8861.05
12,46,3.778491613,1057.1
20,45,3.258096538,755.13
17,45,3.079613758,238
18,38,3.044522438,112
18,70,2.48490665,2138.91
15,22,1.791759469,195.7
17,39,3.135494216,343.47
18,40,3.828641396,935.21
17,32,2.772588722,938.25
18,54,4.016383021,415.79
12,24,2.341805806,934.69
12,32,3.044522438,342.45
15,28,2.63905733,420
18,44,2.944438979,382.87
16,68,3.555348061,2390.32
21,75,-1.386294361,14111.24
25,68,3.091042453,204.56
27,67,2.985681938,600.55
18,50,3.90197267,4291.9
17,54,3.17805383,1095
30,78,3.044522438,364.02
22,68,3.850147602,427.95
12,58,3.465735903,1028.45
13,20,-1.203972804,583.93
20,55,3.526360525,1928.77
18,52,3.555348061,4970.85
16,22,0.993251773,25
18,28,2.803360381,445
20,26,1.945910149,322
19,30,1.974081026,749.24
18,34,-0.693147181,1193.04
16,24,2.197224577,190
22,32,2.621038824,269.21
23,36,2.890371758,56
18,35,-0.105360516,1327.67
16,31,2.772588722,454
16,30,2.931193752,1956.6
13,45,1.599387577,355.92
15,21,1.658228077,44
13,28,2.63905733,224.5
16,34,3.349904087,39
19,32,2.63905733,175
15,44,2.890371758,2856.25
18,27,1.386294361,3733.92
30,80,4.276666119,796.48
18,40,3.135494216,1203
41,69,3.079613758,159.68
16,79,1.32175584,2716.45
21,75,1.766441661,1410.75
18,41,3.17805383,10242.94
22,49,3.33220451,1202.3
19,29,2.397895273,266.2
16,34,2.656756907,275
13,38,3.295836866,206.45
20,48,3.36729583,1128.98
18,31,2.63905733,337.57
16,39,3.238678452,164.95
13,27,-1.049822124,613.45
17,30,2.197224577,90
20,32,2.197224577,490
13,32,-1.203972804,516.16
16,31,1.504077397,111
20,44,3.218875825,564.66
16,35,2.995732274,1135.06
18,36,2.944438979,1157.25
19,27,0.993251773,4924.64
14,21,0.587786665,4062.4
19,22,0.587786665,83.9
20,25,1.098612289,93.38
21,80,4.430816799,35032.69
17,53,4.304065093,1551.71
14,37,0.182321557,1205
30,73,3.295836866,285
14,43,-0.287682072,634
19,34,2.379546134,6141.71
15,30,2.079441542,1000
18,31,1.945910149,188
16,29,1.945910149,55
17,38,3.784189634,163
16,26,0.916290732,116.81
13,39,2.697999865,3828.28
15,67,3.970291914,6701.1
23,40,3.17805383,770
21,40,2.197224577,933
15,58,4.477336814,12877.81
17,42,3.258096538,1148.42
18,37,1.558144618,1788
17,32,3.17805383,318.9
16,66,3.891820298,291.95
18,62,3.113515309,81
15,33,2.944438979,2180.26
28,75,4.094344562,1552.68
14,75,4.65396035,3535.67
34,73,1.791759469,466.87
19,39,3.295836866,928.2
18,78,3.417726684,2252.87
16,86,4.828313737,2485.04
16,58,4.454347296,2765.56
45,56,1.791759469,298
20,73,0,1994.88
16,71,3.33220451,1057.76
17,34,2.48490665,5845.98
16,52,3.610917913,406.7
28,63,2.890371758,531.86
14,67,4.394449155,241.95
16,79,4.993828176,1915.24
16,58,3.63758616,424.65
18,59,3.375879574,1525.72
34,54,2.803360381,2356.97
16,23,1.098612289,1618.5
18,60,3.091042453,1244
10,78,1.887069649,2419.4
24,72,3.891820298,540
19,39,3.267665989,400
21,68,3.555348061,717.11
25,88,2.549445171,4214.17
16,48,4.189654742,1630.6
18,38,1.840549633,1429.84
15,35,3.044522438,310.74
20,65,2.533696814,877.87
20,64,3.737669618,5460.06
12,27,2.564949357,462
16,54,4.356708827,4885.53
17,81,3.27336401,266.5
22,76,4.25561271,1718.2
20,64,3.80666249,130
13,25,2.014903021,1918.25
17,29,-1.049822124,236.25
15,26,1.791759469,807.22
16,64,3.891820298,1717.12
17,41,0.182321557,113
12,63,3.951243719,11942.7
14,49,3.526360525,132
14,48,3.555348061,389.11
14,74,3.610917913,899.24
18,28,2.1102132,75.95
16,62,3.218875825,1589.58
15,28,2.63905733,362.99
19,30,1.791759469,1643.97
18,35,-0.105360516,50
17,67,3.688879454,5217
10,32,-2.995732274,182.5
12,46,3.349904087,70.2
18,50,2.772588722,21
18,44,2.970414466,34.56
19,20,-1.049822124,313.75
18,47,2.197224577,322.26
18,21,1.386294361,40881.5
12,35,1.791759469,342
18,35,2.890371758,200.22
14,29,2.261763098,5565.84
14,69,3.36729583,4263.58
21,36,2.772588722,630.29
18,43,1.871802177,103.97
16,38,2.442347035,169.9
21,60,2.970414466,118.19
30,41,0.875468737,740.15
20,44,1.609437912,60
15,65,5.030437921,1981
15,24,2.48490665,248.5
14,75,4.127134385,298.62
15,36,3.496507561,134
15,50,3.295836866,1165.2
15,28,1.871802177,502
15,22,1.435084525,1002
47,76,4.394449155,10478.01
29,70,3.583518938,3712.67
21,49,3.772760938,3668.79
15,69,4.119037175,1007.59
40,77,2.564949357,18693.63
25,47,3.540959324,330.6
13,47,4.471638793,2359.92
20,56,3.044522438,626.38
15,68,3.295836866,1298.5
22,68,2.545531272,491.3
17,59,3.526360525,2033.75
14,65,4.356708827,261.07
26,63,3.126760536,511.14
18,22,1.609437912,459.24
17,33,2.833213344,715.8
12,68,4.448516376,1275.16
11,66,4.025351691,1849
18,59,4.430816799,2415.41
27,70,2.63905733,979.7
19,66,2.602689685,1790.8
19,70,3.931825633,40
19,67,2.833213344,1468.6
20,40,2.772588722,155.9
23,74,4.356708827,688.66
18,54,2.772588722,264
18,39,-0.287682072,142
18,30,1.252762968,7759.85
14,38,2.833213344,722.92
18,43,2.827313622,2066.01
16,33,2.995732274,4244.25
15,25,2.197224577,1334.76
16,24,1.504077397,6301.87
20,36,2.708050201,108
18,32,-0.287682072,736.35
12,84,3.663561646,1588.42
15,41,3.113515309,3385.37
18,41,1.945910149,966.24
20,35,1.16315081,110.88
16,73,3.496507561,944.53
15,70,4.406719247,1531.29
21,75,3.719651113,2833.92
19,75,2.079441542,1603.67
20,72,4.143134726,2649.97
18,77,4.043051268,2145.47
23,76,3.072693315,3333.92
15,32,2.48490665,271.5
20,41,3.091042453,130
20,41,3.314186005,185
17,41,2.525728644,165
16,44,3.36729583,213.25
18,24,1.945910149,430.93
22,28,0.559615788,316.12
